0,3
1,8
2,8
3,6
4,8
5,4
6,5
7,2
8,2
9,5
10,5
11,4
12,7
13,3
14,2
15,8
16,7
17,4
18,6
19,8
20,7
21,3
22,2
23,1
24,0
25,8
26,0
27,3
28,3
29,7
30,0
31,3
32,5
33,2
34,5
35,3
36,6
37,7
38,7
39,3
40,2
41,3
42,3
43,8
44,6
45,8
46,3
47,5
48,8
49,8
50,6
51,1
52,7
53,5
54,1
55,0
56,4
57,8
58,4
59,3
60,7
61,3
62,0
63,2
64,1
65,4
66,2
67,3
68,3
69,4
70,6
71,8
72,3
73,3
74,4
75,2
76,7
77,1
78,2
79,3
80,5
81,5
82,8
83,1
84,6
85,4
86,8
87,6
88,8
89,0
90,8
91,0
92,8
93,3
94,8
95,5
96,6
97,0
98,8
99,5
100,1
101,3
102,2
103,6
104,2
105,7
106,6
107,0
108,7
109,3
110,1
111,3
112,2
113,7
114,4
115,0
116,5
117,0
118,7
119,0
120,2
121,2
122,4
123,5
124,1
125,6
126,7
127,3
128,5
129,6
130,4
131,3
132,2
133,0
134,0
135,3
136,7
137,5
138,5
139,3
140,1
141,7
142,3
143,4
144,7
145,1
146,2
147,1
148,4
149,3
150,8
151,8
152,2
153,6
154,0
155,2
156,7
157,2
158,8
159,5
160,2
161,6
162,6
163,7
164,1
165,8
166,1
167,2
168,8
169,5
170,3
171,2
172,8
173,2
174,0
175,3
176,3
177,8
178,5
179,0
180,1
181,7
182,5
183,1
184,7
185,4
186,8
187,4
188,7
189,6
190,2
191,6
192,4
193,3
194,6
195,3
196,1
197,4
198,3
199,2
200,6
201,3
202,6
203,7
204,6
205,1
206,1
207,1
208,7
209,7
210,3
211,7
212,3
213,1
214,4
215,7
216,7
217,2
218,4
219,2
220,3
221,6
222,1
223,1
224,2
225,7
226,1
227,1
228,4
229,6
230,0
231,6
232,6
233,0
234,2
235,7
236,7
237,8
238,2
239,5
240,7
241,4
242,5
243,8
244,2
245,8
246,5
247,5
248,6
249,2
250,0
251,1
252,3
253,4
254,4
255,6
256,5
257,2
258,3
259,4
260,8
261,1
262,1
263,7
264,3
265,7
266,8
267,3
268,4
269,0
270,3
271,7
272,3
273,0
274,8
275,7
276,2
277,8
278,3
279,2
280,0
281,2
282,8
283,1
284,1
285,3
286,8
287,3
288,2
289,0
290,2
291,8
292,8
293,5
294,2
295,0
296,5
297,6
298,8
299,6
300,2
301,1
302,3
303,3
304,7
305,0
306,3
307,5
308,5
309,0
310,3
311,3
312,1
313,6
314,5
315,2
316,6
317,5
318,8
319,6
320,0
321,0
322,6
323,7
324,6
325,2
326,5
327,6
328,1
329,5
330,0
331,0
332,4
333,7
334,6
335,1
336,4
337,8
338,7
339,0
340,2
341,6
342,0
343,8
344,6
345,2
346,4
347,5
348,5
349,4
350,5
351,2
352,3
353,4
354,8
355,7
356,3
357,1
358,8
359,8
360,3
361,3
362,0
363,4
364,7
365,3
366,7
367,7
368,8
369,6
370,4
371,4
372,1
373,4
374,8
375,1
376,7
377,3
378,2
379,5
380,4
381,1
382,5
383,8
384,4
385,5
386,0
387,4
388,1
389,8
390,7
391,0
392,1
393,2
394,0
395,0
396,4
397,6
398,2
399,0
400,4
401,8
402,7
403,4
404,7
405,1
406,1
407,5
408,6
409,8
410,0
411,8
412,6
413,7
414,2
415,1
416,7
417,1
418,0
419,3
420,6
421,8
422,4
423,5
424,3
425,3
426,7
427,3
428,0
429,1
430,0
431,8
432,4
433,7
434,0
435,2
436,3
437,6
438,2
439,3
440,2
441,1
442,7
443,8
444,3
445,0
446,1
447,0
448,1
449,7
450,1
451,8
452,0
453,6
454,5
455,6
456,4
457,4
458,5
459,1
460,4
461,8
462,3
463,6
464,5
465,6
466,5
467,3
468,3
469,4
470,5
471,4
472,8
473,6
474,0
475,1
476,0
477,6
478,0
479,5
480,3
481,4
482,7
483,6
484,6
485,7
486,4
487,3
488,4
489,7
490,0
491,7
492,5
493,3
494,2
495,2
496,7
497,1
498,7
499,5
500,0
501,7
502,5
503,1
504,7
505,7
506,4
507,6
508,1
509,7
510,0
511,2
512,1
513,0
514,8
515,8
516,7
517,3
518,6
519,5
520,3
521,2
522,1
523,7
524,5
525,7
526,3
527,6
528,3
529,0
530,6
531,0
532,5
533,7
534,2
535,1
536,5
537,0
538,4
539,8
540,8
541,4
542,4
543,8
544,0
545,1
546,4
547,4
548,8
549,2
550,1
551,7
552,7
553,8
554,6
555,3
556,5
557,8
558,7
559,5
560,8
561,1
562,3
563,4
564,8
565,6
566,8
567,4
568,5
569,0
570,0
571,4
572,8
573,3
574,7
575,3
576,8
577,5
578,2
579,4
580,0
581,5
582,8
583,2
584,0
585,7
586,0
587,5
588,6
589,7
590,1
591,0
592,4
593,3
594,4
595,2
596,6
597,0
598,2
599,8
600,4
601,1
602,7
603,1
604,7
605,8
606,7
607,4
608,6
609,7
610,5
611,2
612,7
613,2
614,8
615,8
616,4
617,1
618,6
619,5
620,6
621,3
622,2
623,8
624,3
625,2
626,1
627,1
628,3
629,1
630,2
631,0
632,4
633,3
634,8
635,7
636,6
637,8
638,3
639,6
640,4
641,0
642,4
643,2
644,8
645,6
646,2
647,6
648,4
649,1
650,1
651,7
652,6
653,2
654,6
655,8
656,1
657,5
658,0
659,1
660,0
661,5
662,4
663,5
664,2
665,3
666,5
667,2
668,3
669,0
670,3
671,1
672,1
673,7
674,2
675,6
676,6
677,4
678,3
679,0
680,8
681,1
682,1
683,6
684,2
685,4
686,4
687,3
688,7
689,8
690,8
691,4
692,8
693,4
694,0
695,5
696,4
697,6
698,1
699,0
700,6
701,4
702,7
703,5
704,1
705,4
706,8
707,3
708,1
709,7
710,0
711,0
712,8
713,0
714,2
715,2
716,7
717,7
718,2
719,8
720,1
721,0
722,0
723,6
724,6
725,1
726,0
727,3
728,8
729,5
730,8
731,6
732,4
733,0
734,4
735,6
736,0
737,5
738,0
739,2
740,7
741,8
742,8
743,8
744,1
745,7
746,8
747,2
748,4
749,6
750,1
751,3
752,1
753,7
754,1
755,6
756,0
757,4
758,0
759,3
760,8
761,4
762,6
763,5
764,3
765,0
766,7
767,7
768,4
769,1
770,8
771,6
772,5
773,1
774,0
775,8
776,4
777,1
778,7
779,5
780,4
781,5
782,1
783,2
784,4
785,8
786,2
787,8
788,5
789,3
790,6
791,5
792,3
793,4
794,5
795,1
796,6
797,6
798,2
799,1
800,3
801,4
802,5
803,3
804,1
805,7
806,6
807,7
808,4
809,1
810,4
811,4
812,1
813,6
814,6
815,6
816,5
817,5
818,1
819,0
820,6
821,2
822,6
823,5
824,5
825,7
826,1
827,4
828,6
829,4
830,2
831,6
832,5
833,3
834,0
835,2
836,1
837,5
838,3
839,4
840,6
841,3
842,0
843,3
844,4
845,1
846,4
847,4
848,2
849,0
850,7
851,8
852,6
853,7
854,4
855,0
856,3
857,7
858,0
859,5
860,2
861,3
862,1
863,2
864,7
865,4
866,4
867,6
868,1
869,7
870,1
871,7
872,6
873,5
874,6
875,2
876,4
877,2
878,2
879,1
880,2
881,1
882,2
883,1
884,0
885,7
886,3
887,2
888,1
889,8
890,6
891,5
892,3
893,0
894,4
895,7
896,0
897,5
898,4
899,7
900,1
901,6
902,0
903,2
904,7
905,2
906,1
907,3
908,2
909,4
910,3
911,3
912,4
913,1
914,7
915,5
916,8
917,4
918,5
919,6
920,6
921,6
922,7
923,2
924,4
925,8
926,6
927,0
928,2
929,7
930,7
931,8
932,4
933,0
934,7
935,4
936,4
937,8
938,6
939,7
940,3
941,0
942,5
943,8
944,7
945,6
946,3
947,2
948,8
949,5
950,4
951,8
952,0
953,0
954,2
955,4
956,6
957,8
958,8
959,7
960,2
961,7
962,7
963,7
964,0
965,2
966,2
967,3
968,1
969,4
970,7
971,4
972,1
973,7
974,5
975,8
976,8
977,3
978,0
979,4
980,0
981,3
982,3
983,5
984,0
985,2
986,0
987,5
988,6
989,5
990,2
991,2
992,2
993,8
994,2
995,3
996,7
997,5
998,0
999,6
1000,3
1001,4
1002,1
1003,3
1004,8
1005,5
1006,8
1007,8
1008,7
1009,6
1010,8
1011,2
1012,0
1013,8
1014,4
1015,6
1016,7
1017,3
1018,7
1019,2
1020,1
1021,5
1022,0
1023,4
1024,3
1025,5
1026,6
1027,0
1028,5
1029,3
1030,7
1031,3
1032,8
1033,3
1034,3
1035,1
1036,1
1037,5
1038,5
1039,5
1040,1
1041,0
1042,3
1043,8
1044,5
1045,8
1046,8
1047,3
1048,1
1049,6
1050,5
1051,8
1052,5
1053,5
1054,3
1055,3
1056,2
1057,0
1058,5
1059,7
1060,2
1061,6
1062,0
1063,4
1064,4
1065,4
1066,0
1067,4
1068,5
1069,7
1070,3
1071,2
1072,1
1073,2
1074,7
1075,4
1076,5
1077,7
1078,3
1079,2
1080,2
1081,0
1082,4
1083,1
1084,8
1085,2
1086,6
1087,6
1088,6
1089,0
1090,4
1091,2
1092,4
1093,8
1094,0
1095,7
1096,4
1097,6
1098,2
1099,3
1100,4
1101,5
1102,0
1103,4
1104,7
1105,7
1106,0
1107,4
1108,7
1109,2
1110,8
1111,1
1112,3
1113,5
1114,1
1115,2
1116,6
1117,7
1118,1
1119,8
1120,6
1121,2
1122,3
1123,5
1124,2
1125,7
1126,5
1127,4
1128,4
1129,7
1130,6
1131,4
1132,3
1133,7
1134,6
1135,6
1136,7
1137,2
1138,0
1139,0
1140,2
1141,7
1142,4
1143,1
1144,1
1145,5
1146,0
1147,6
1148,1
1149,0
1150,8
1151,6
1152,3
1153,0
1154,2
1155,3
1156,5
1157,2
1158,8
1159,3
1160,0
1161,4
1162,5
1163,8
1164,3
1165,0
1166,0
1167,1
1168,5
1169,4
1170,7
1171,2
1172,2
1173,1
1174,7
1175,7
1176,5
1177,8
1178,0
1179,1
1180,3
1181,8
1182,6
1183,2
1184,5
1185,3
1186,4
1187,0
1188,2
1189,1
1190,7
1191,0
1192,6
1193,3
1194,1
1195,2
1196,0
1197,7
1198,3
1199,8
1200,2
1201,0
1202,6
1203,4
1204,1
