0,8
1,8
2,0
3,0
4,1
5,1
6,2
7,2
8,3
9,3
10,4
11,4
12,5
13,6
14,6
15,7
16,7
17,8
18,8
19,0
20,0
21,1
22,1
23,2
24,2
25,3
26,3
27,4
28,4
29,5
30,6
31,6
32,7
33,7
34,8
35,8
36,0
37,0
38,1
39,1
40,2
41,2
42,3
43,3
44,4
45,5
46,5
47,6
48,6
49,7
50,7
51,8
52,8
53,0
54,0
55,1
56,1
57,2
58,2
59,3
60,3
61,4
62,5
63,5
64,6
65,6
66,7
67,7
68,8
69,8
70,0
71,0
72,1
73,1
74,2
75,2
76,3
77,4
78,4
79,5
80,5
81,6
82,6
83,7
84,7
85,8
86,8
87,0
88,0
89,1
90,1
91,2
92,2
93,3
94,4
95,4
96,5
97,5
98,6
99,6
100,7
101,7
102,8
103,8
104,0
105,0
106,1
107,1
108,2
109,3
110,3
111,4
112,4
113,5
114,5
115,6
116,6
117,7
118,7
119,8
120,8
121,0
122,0
123,1
124,1
125,2
126,3
127,3
128,4
129,4
130,5
131,5
132,6
133,6
134,7
135,7
136,8
137,8
138,0
139,0
140,1
141,2
142,2
143,3
144,3
145,4
146,4
147,5
148,5
149,6
150,6
151,7
152,7
153,8
154,8
155,0
156,0
157,1
158,2
159,2
160,3
161,3
162,4
163,4
164,5
165,5
166,6
167,6
168,7
169,7
170,8
171,8
172,0
173,1
174,1
175,2
176,2
177,3
178,3
179,4
180,4
181,5
182,5
183,6
184,6
185,7
186,7
187,8
188,8
189,0
190,0
191,1
192,1
193,2
194,2
195,3
196,3
197,4
198,4
199,5
200,5
201,6
202,6
203,7
204,7
205,8
206,0
207,0
208,1
209,1
210,2
211,2
212,3
213,3
214,4
215,4
216,5
217,5
218,6
219,6
220,7
221,7
222,8
223,0
224,0
225,1
226,1
227,2
228,2
229,3
230,3
231,4
232,4
233,5
234,5
235,6
236,6
237,7
238,8
239,8
240,0
241,0
242,1
243,1
244,2
245,2
246,3
247,3
248,4
249,4
250,5
251,5
252,6
253,6
254,7
255,8
256,8
257,0
258,0
259,1
260,1
261,2
262,2
263,3
264,3
265,4
266,4
267,5
268,5
269,6
270,7
271,7
272,8
273,8
274,0
275,0
276,1
277,1
278,2
279,2
280,3
281,3
282,4
283,4
284,5
285,5
286,6
287,7
288,7
289,8
290,8
291,0
292,0
293,1
294,1
295,2
296,2
297,3
298,3
299,4
300,4
301,5
302,6
303,6
304,7
305,7
306,8
307,8
308,0
309,0
310,1
311,1
312,2
313,2
314,3
315,3
316,4
317,4
318,5
319,6
320,6
321,7
322,7
323,8
324,8
325,0
326,0
327,1
328,1
329,2
330,2
331,3
332,3
333,4
334,5
335,5
336,6
337,6
338,7
339,7
340,8
341,8
342,0
