0,3837872008
1,932996374
2,1548399547
3,1612522464
4,473443212
5,3522865942
6,1734871597
7,2449558126
8,1653269385
9,2811495245
10,1556319449
11,4237376059
12,2177389020
13,2429034724
14,1625270019
15,3591613972
16,954865305
17,1374702875
18,3303997857
19,840887298
20,1278715703
21,1811749544
22,1906475813
23,1180096233
24,391157331
25,2198590753
26,1832248234
27,1253593120
28,566352428
29,1784698786
30,4087942593
31,2714492121
32,4144718271
33,992676264
34,3157194061
35,3456627599
36,3038496267
37,1923021699
38,2118803302
39,3716304557
40,2615695685
41,1475901340
42,3678707335
43,3233686847
44,414459518
45,267880481
46,3040752677
47,1162916379
48,4024998476
49,1958817977
50,374776736
51,424518310
52,443341597
53,2082461070
54,828559849
55,1043278973
56,2964036444
57,2031447373
58,2545439056
59,2524578510
60,509891725
61,1100403274
62,3494375157
63,2219953212
64,1915218836
65,2971209828
66,2195808976
67,3027497085
68,2464810022
69,3207210490
70,2570436178
71,683338899
72,2727569589
73,3822508413
74,2246898132
75,1210993608
76,3841073689
77,122884167
78,1010954015
79,433803538
80,3243461807
81,1816490250
82,3005465449
83,766268358
84,3587983540
85,499570593
86,987937808
87,1786131944
88,3740171135
89,3413138643
90,3121734967
91,3058321718
92,4283114590
93,969609753
94,1686322704
95,1991309685
96,859667581
97,2295134999
98,2910378702
99,226687857
100,362140689
101,1207555450
102,3571111627
103,2025789117
104,1907381202
105,2763720558
106,3620042340
107,1069334415
108,3356933884
109,1844734096
110,3513722655
111,4008383857
112,1478635145
113,2774434259
114,2948494882
115,2474931624
116,3631483634
117,4181187543
118,2100904186
119,1766610418
120,576846696
121,1826856596
122,179582516
123,3643799492
124,244167213
125,1390563505
126,2937024553
127,203676986
128,3597517497
129,3934192115
130,1307921215
131,4059033756
132,672359998
133,565084437
134,2953672973
135,300330427
136,1627414348
137,1038187504
138,2065715385
139,3792556661
140,2946547148
141,2624408684
142,244549126
143,2397887887
144,3935998121
145,2580263203
146,385665745
147,2122448345
148,292448957
149,3736731470
150,3314152741
151,1473708457
152,3473271120
153,1396320313
154,315986663
155,2925655103
156,1100669473
157,2165468682
158,3281554583
