0,1.0515
1,-1.7461
2,1.6819
3,-0.1751
4,1.2442
5,-1.4902
6,0.1301
7,-1.1595
8,0.8805
9,-0.0221
10,2.5652
11,0.7211
12,2.2353
13,0.0556
14,-0.7130
15,-0.3146
16,-0.4768
17,0.2265
18,1.1348
19,-1.7914
20,-0.5273
21,-0.7168
22,-0.0007
23,-0.8032
24,0.5498
25,-0.0363
26,0.6865
27,2.3887
28,1.3869
29,0.2081
30,2.3939
31,-0.4820
32,-1.3180
33,0.6531
34,-1.3740
35,1.1352
36,-0.2305
37,0.3443
38,0.9850
39,1.4796
40,-0.9028
41,0.0433
42,-0.0956
43,-2.4741
44,-0.8462
45,0.1647
46,0.5509
47,-0.1994
48,-1.3026
49,-1.0268
50,-2.4801
51,-2.4327
52,0.8123
53,0.1078
54,-0.4000
55,-1.1975
56,0.1794
57,0.7769
58,1.4335
59,0.3608
60,-0.0482
61,-0.8725
62,0.9593
63,-1.2731
64,-1.2134
65,1.1331
66,-0.6150
67,0.0955
68,0.3407
69,1.5026
70,-0.6572
71,0.0404
72,-0.8461
73,0.7871
74,0.4509
75,-0.4532
76,0.4214
77,0.6982
78,-2.0811
79,-0.6845
80,-0.0523
81,0.0895
82,-0.9016
83,1.3444
84,1.2952
85,-0.1873
86,-0.1777
87,0.8071
88,-0.0860
89,-1.4671
90,0.3421
91,-0.9007
92,-1.4869
93,0.2495
94,-0.1387
95,-0.6578
96,1.0882
97,-0.0815
98,0.1940
99,-1.4939
100,1.0302
101,0.4321
102,0.0714
103,-0.7234
104,1.3356
105,-0.4685
106,-0.7680
107,1.1038
108,0.8670
109,-0.9112
110,0.5022
111,-1.4015
112,-0.5186
113,-1.0342
114,-2.4512
115,-0.9033
116,0.5133
117,-0.2990
118,-0.7871
119,-0.4325
120,-1.9728
121,1.2440
122,-0.3851
123,-0.0648
124,-0.2664
125,0.9044
126,0.3452
127,0.4838
128,1.0471
129,1.3955
130,0.6570
131,0.0260
132,-0.0055
133,-0.2197
134,0.6790
135,-0.8872
136,0.9793
137,-0.6921
138,-1.3828
139,3.1638
140,0.5270
141,-0.3759
142,-0.9139
143,1.7622
144,1.6045
145,0.4695
146,0.3184
147,0.1874
148,0.9178
149,-0.0751
150,-1.1051
151,1.9438
152,-0.4670
153,0.2567
154,1.4406
155,-0.1116
156,0.0549
157,-0.2184
158,-0.0087
159,1.0443
160,0.6082
161,-1.6462
162,0.4834
163,-0.4220
164,-0.6842
165,-0.4447
166,-1.1864
167,2.3420
168,-2.3568
169,-0.9045
170,-0.6691
171,-1.6479
172,1.0685
173,-0.2084
174,-0.5153
175,0.3450
176,1.2128
177,0.5570
178,-0.7910
179,0.6377
180,-1.4831
181,0.8941
182,1.0239
183,1.6240
184,0.1084
185,0.7099
186,-0.6001
187,-0.2781
188,0.1982
189,0.3629
190,0.5225
191,1.0193
192,0.5627
193,-0.7652
194,-0.5603
195,2.3340
196,-0.8093
197,-0.3240
198,0.2755
199,-1.4560
200,-0.1593
201,1.0845
202,-0.3576
203,1.1481
204,-1.5377
205,-0.4354
206,-2.1582
207,-0.5213
208,0.9295
209,0.5936
210,1.2811
211,1.3944
212,-1.6607
213,-0.0824
214,-2.2105
215,-0.1836
216,-0.0536
217,0.7709
218,0.4457
219,-0.4490
220,-0.5811
221,-0.1786
222,0.4442
223,-0.2811
224,-1.0415
225,-0.2044
226,-0.7454
227,0.4715
228,0.3619
229,0.5122
230,-1.2864
231,1.4485
232,-1.2404
233,0.1973
234,-1.1057
235,1.1720
236,-1.9612
237,0.7931
238,-0.9538
239,-0.1681
240,0.6797
241,-0.2869
242,2.2576
243,0.6945
244,-1.5707
245,1.2038
246,1.8054
247,-0.6271
248,1.0785
249,-1.1874
250,0.4397
251,1.2556
252,-0.7063
253,0.6753
254,0.3315
255,1.9069
256,-0.5651
257,0.7812
258,-0.4735
259,-1.3037
260,0.5647
261,-1.2177
262,-0.3778
263,0.4816
264,1.0372
265,0.2605
266,-0.4690
267,1.1638
268,1.4245
269,0.9056
270,-0.1545
271,-0.5703
272,-0.6629
273,0.3391
274,-0.4895
275,-1.9106
276,0.2832
277,1.0565
278,0.0232
279,-2.3431
