fp_multiply_f,fp_multiply_xi,fp_divide_f,fp_divide_xi,shift_multi_f,shift_multi_xi
0.0489689943644572,0.196701345498643,0.0267110089437624,0.19690135007628,0.409509302868103,0.192101326171395
0.152289360914842,0.196741722064411,0.0830714790551708,0.196941726642048,1.27338889690473,0.192141703312567
0.401781287000504,0.196782098630179,0.21918057382513,0.196982103207816,3.35910861893896,0.192182080453739
0.928890601524114,0.196822475195947,0.509988478476933,0.197022479773584,7.54497566345754,0.192222457594912
1.83484039738287,0.196862851761715,1.01506366559696,0.197062856339351,14.3904067089748,0.192262834736084
3.21474265864028,0.196903228327482,1.80530677558479,0.197103232905119,23.4191988390717,0.192303211877256
5.19375828422919,0.19694360489325,2.99285463908143,0.197143609470887,32.7483705200139,0.192343589018429
8.11865424340878,0.196983981459018,4.84697104332736,0.197183986036655,39.9264667561292,0.192383966159601
12.7054285647861,0.197024358024786,7.91719262519416,0.197224362602423,43.687932441677,0.192424343300773
19.5899480098019,0.197064734590554,12.6808345599587,0.19726473916819,44.8720574705186,0.192464720441946
28.6547588612456,0.197105111156322,19.3099888157573,0.197305115733958,45.5981371129067,0.192505097583118
38.5477103276556,0.197145487722089,27.5194552843587,0.197345492299726,47.2797424927594,0.19254547472429
47.5363696120329,0.197185864287857,37.3047728695011,0.197385868865494,49.921363920471,0.192585851865462
55.3809070839495,0.197226240853625,50.0411158234467,0.197426245431262,53.3669244302682,0.192626229006635
63.6378516840037,0.197266617419393,67.6433112920571,0.19746662199703,58.2920492882994,0.192666606147807
74.6187102440761,0.197306993985161,90.8469426262389,0.197506998562797,65.5658164576059,0.192706983288979
89.357421797955,0.197347370550928,117.486196488266,0.197547375128565,74.4611580507342,0.192747360430152
108.237954384384,0.197387747116696,144.644580532752,0.197587751694333,82.8487826774132,0.192787737571324
133.683286303697,0.197428123682464,173.294346102055,0.197628128260101,89.7834552719326,0.192828114712496
169.341565536879,0.197468500248232,208.196028111477,0.197668504825869,96.8321739324486,0.192868491853669
215.787758558863,0.197508876814,252.588793017311,0.197708881391636,106.414633083508,0.192908868994841
265.858528147015,0.197549253379768,301.51194793041,0.197749257957404,118.457545977696,0.192949246136013
