fp_multiply_f,fp_multiply_xi,fp_divide_f,fp_divide_xi,shift_multi_f,shift_multi_xi
0.0195875977457883,0.491753363746608,0.0106844035775079,0.4922533751907,0.16380372114725,0.480253315428487
0.0609157443659504,0.491854305161028,0.0332285916220758,0.49235431660512,0.509355558761971,0.480354258281418
0.16071251480025,0.491955246575447,0.0876722295300782,0.492455258019539,1.34364344757523,0.480455201134349
0.371556240609728,0.492056187989867,0.203995391390825,0.492556199433959,3.0179902653826,0.480556143987279
0.733936158953323,0.492157129404287,0.406025466238907,0.492657140848378,5.75616268358964,0.48065708684021
1.28589706345631,0.492258070818706,0.722122710234109,0.492758082262798,9.36767953562873,0.480758029693141
2.07750331369133,0.492359012233126,1.19714185563257,0.492859023677218,13.099348208004,0.480858972546072
3.24746169736381,0.492459953647545,1.93878841733162,0.492959965091637,15.970586702451,0.480959915399002
5.08217142591352,0.492560895061965,3.16687705007796,0.493060906506057,17.4751729766708,0.481060858251933
7.83597920392161,0.492661836476384,5.07233382398549,0.493161847920476,17.9488229882077,0.481161801104864
11.4619035444971,0.492762777890804,7.72399552630391,0.493262789334896,18.2392548451631,0.481262743957795
15.4190841310612,0.492863719305223,11.0077821137448,0.493363730749315,18.9118969971042,0.481363686810725
19.0145478448129,0.492964660719643,14.9219091478029,0.493464672163735,19.9685455681884,0.481464629663656
22.15236283358,0.493065602134063,20.0164463293821,0.493565613578154,21.3467697721085,0.481565572516587
25.4551406736026,0.493166543548482,27.0573245168291,0.493666554992574,23.3168197153217,0.481666515369518
29.847484097632,0.493267484962902,36.3387770505029,0.493767496406993,26.2263265830451,0.481767458222448
35.7429687191806,0.493368426377321,46.9944785953089,0.493868437821413,29.7844632202943,0.481868401075379
43.2951817537579,0.493469367791741,57.8578322131114,0.493969379235833,33.1395130709652,0.48196934392831
53.4733145214785,0.49357030920616,69.317738440828,0.494070320650252,35.9133821087718,0.482070286781241
67.7366262147507,0.49367125062058,83.2784112446009,0.494171262064672,38.7328695729762,0.482171229634171
86.3151034235462,0.493772192034999,101.035517206937,0.494272203479091,42.5658532334,0.482272172487102
106.343411258808,0.493873133449419,120.604779172177,0.494373144893511,47.3830183910763,0.482373115340033
123.497585861267,0.493974074863838,138.018829663757,0.49447408630793,52.1917716121352,0.482474058192964
136.390831822595,0.494075016278258,152.032891800023,0.49457502772235,56.6559783295047,0.482575001045895
148.053015074083,0.494175957692678,165.837779833902,0.494675969136769,61.8069577524389,0.482675943898825
162.524310103254,0.494276899107097,183.457722450353,0.494776910551189,69.0479588793921,0.482776886751756
179.37303426891,0.494377840521517,203.827863940233,0.494877851965608,78.18543704081,0.482877829604687
194.013695864108,0.494478781935936,221.382625952549,0.494978793380028,87.794243605832,0.482978772457618
204.214531509517,0.494579723350356,233.313558521934,0.495079734794448,97.8786780600539,0.483079715310548
213.479699033748,0.494680664764775,243.500143892488,0.495180676208867,110.467296796132,0.483180658163479
227.688205513949,0.494781606179195,257.769167427215,0.495281617623287,127.466605361766,0.48328160101641
